tax_id,abundance,species,genus,family,order,class,phylum,clade,superkingdom,subspecies,species subgroup,species group,estimated counts,barcode,Bird,Air condition,Medium,
2582830,20.50%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,3420.832474,barcode203,B04,AN,BBE,
2057791,0.30%,Enterococcus sp. CR-Ec1,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,49.94168211,barcode203,B04,AN,BBE,
2420313,32.06%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,5349.931753,barcode203,B04,AN,BBE,
37734,0.33%,Enterococcus casseliflavus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,54.61919783,barcode203,B04,AN,BBE,
817,2.25%,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,FCB group,Bacteria,NA,NA,NA,375.0674258,barcode203,B04,AN,BBE,
584,0.30%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,50.203317,barcode203,B04,AN,BBE,
37482,0.44%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,73.23901023,barcode203,B04,AN,BBE,
584,6.26%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,1413.258106,barcode204,B04,AN,BBE,
562,92.66%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,20933.50643,barcode204,B04,AN,BBE,
2420313,0.40%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,89.48916789,barcode204,B04,AN,BBE,
2582830,0.40%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,89.48916789,barcode204,B04,AN,BBE,
562,98.29%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,13795.63372,barcode205,B04,AN,BBE,
2582830,0.34%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,47.08017373,barcode205,B04,AN,BBE,
2420313,0.39%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,54.49680117,barcode205,B04,AN,BBE,
817,0.59%,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,FCB group,Bacteria,NA,NA,NA,83,barcode205,B04,AN,BBE,
584,87.06%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,8341.579206,barcode206,B05,AN,MSA,
562,12.48%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,1196.042539,barcode206,B05,AN,MSA,
37482,0.36%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,34.01748023,barcode206,B05,AN,MSA,
584,45.49%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,9259.122899,barcode207,B05,AN,MSA,
562,49.82%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,10139.78629,barcode207,B05,AN,MSA,
2582830,1.85%,Enterococcus sp. M190262,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,375.5620375,barcode207,B05,AN,MSA,
2420313,1.66%,Enterococcus sp. FDAARGOS_553,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,338.013632,barcode207,B05,AN,MSA,
1353,0.42%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,85.01078602,barcode207,B05,AN,MSA,
37482,0.57%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,116.5509289,barcode207,B05,AN,MSA,
623,0.28%,Shigella flexneri,Shigella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,43.02454376,barcode208,B05,AN,MSA,
1351,10.91%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1697.939137,barcode208,B05,AN,MSA,
562,88.48%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,13774.74177,barcode208,B05,AN,MSA,
37482,0.25%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,39.39766859,barcode208,B05,AN,MSA,
584,94.03%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,9786.899879,barcode209,B05,AN,MSA,
562,4.84%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,503.530279,barcode209,B05,AN,MSA,
1351,0.94%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,98.00941674,barcode209,B05,AN,MSA,
584,14.99%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,1511.90905,barcode210,B05,AN,MSA,
562,65.17%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,6572.188558,barcode210,B05,AN,MSA,
1351,19.24%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1940.042773,barcode210,B05,AN,MSA,
562,99.69%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,16717.79624,barcode211,B05,AN,MRS,
37482,0.21%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,35.95226523,barcode211,B05,AN,MRS,
1351,99.66%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,19199.95413,barcode212,B05,AN,MRS,
1351,99.66%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,17503.96243,barcode213,B05,AN,MRS,
562,68.36%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,13049.06104,barcode214,B05,AN,CNA,
584,26.91%,Proteus mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,5136.360141,barcode214,B05,AN,CNA,
1351,2.39%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,455.3983187,barcode214,B05,AN,CNA,
44008,1.91%,Enterococcus cecorum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,364.0190704,barcode214,B05,AN,CNA,
37482,0.33%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,63.85769904,barcode214,B05,AN,CNA,
562,97.23%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,14343.93247,barcode215,B05,AN,CNA,
1351,2.35%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,346.7093126,barcode215,B05,AN,CNA,
37482,0.24%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,35.62356857,barcode215,B05,AN,CNA,
562,89.90%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,15739.31124,barcode216,B05,AN,CNA,
1351,6.33%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1108.451647,barcode216,B05,AN,CNA,
44008,2.81%,Enterococcus cecorum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,491.9969838,barcode216,B05,AN,CNA,
1282,0.62%,Staphylococcus epidermidis,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,108.1666078,barcode216,B05,AN,CNA,
37482,0.21%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,37.03194784,barcode216,B05,AN,CNA,
1282,96.66%,Staphylococcus epidermidis,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,8933.038064,barcode217,B05,AN,CNA,
47770,3.04%,Lactobacillus crispatus,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,280.7800303,barcode217,B05,AN,CNA,
562,93.70%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,13155.2157,barcode218,B05,AN,CNA,
44008,5.52%,Enterococcus cecorum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,775,barcode218,B05,AN,CNA,
1282,0.45%,Staphylococcus epidermidis,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,63,barcode218,B05,AN,CNA,
562,97.63%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,16462.52184,barcode219,B05,AN,CNAB,
564,0.71%,Escherichia fergusonii,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,120.3542142,barcode219,B05,AN,CNAB,
44008,1.33%,Enterococcus cecorum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,225,barcode219,B05,AN,CNAB,
562,91.70%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,9929.890734,barcode220,B05,AN,CNAB,
1351,4.35%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,470.521221,barcode220,B05,AN,CNAB,
1598,3.74%,Limosilactobacillus reuteri,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,405.4858088,barcode220,B05,AN,CNAB,
562,90.79%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,13840.73577,barcode221,B05,AN,CNAB,
1351,5.01%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,763.9554688,barcode221,B05,AN,CNAB,
44008,3.88%,Enterococcus cecorum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,591,barcode221,B05,AN,CNAB,
562,85.64%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,19925.82348,barcode222,B05,AN,CNAB,
1351,11.24%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,2615.499432,barcode222,B05,AN,CNAB,
1598,2.85%,Limosilactobacillusreuteri,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,663.6867028,barcode222,B05,AN,CNAB,
1351,99.02%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,14422.52053,barcode223,B05,AN,CNAB,
562,0.71%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,103.9253709,barcode223,B05,AN,CNAB,
562,89.82%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,14722.97681,barcode224,B05,AN,BBE,
1351,6.64%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1087.795136,barcode224,B05,AN,BBE,
817,3.18%,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,FCB group,Bacteria,NA,NA,NA,522,barcode224,B05,AN,BBE,
37482,0.30%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,48.72369575,barcode224,B05,AN,BBE,
562,94.29%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,15308.19039,barcode225,B05,AN,BBE,
817,2.48%,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,FCB group,Bacteria,NA,NA,NA,402,barcode225,B05,AN,BBE,
1351,3.09%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,502.2767074,barcode225,B05,AN,BBE,
817,59.97%,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,FCB group,Bacteria,NA,NA,NA,5242.069725,barcode226,B05,AN,BBE,
562,36.06%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,3152.156566,barcode226,B05,AN,BBE,
1351,3.12%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,273.1320403,barcode226,B05,AN,BBE,
37482,0.65%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,57.08837126,barcode226,B05,AN,BBE,
562,84.42%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,8074.91234,barcode227,B05,AN,BBE,
624,0.31%,Shigella sonnei,Shigella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,29.63387908,barcode227,B05,AN,BBE,
817,3.85%,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,FCB group,Bacteria,NA,NA,NA,368,barcode227,B05,AN,BBE,
1351,10.95%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1047.20618,barcode227,B05,AN,BBE,
817,96.81%,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,FCB group,Bacteria,NA,NA,NA,3313.793206,barcode228,B05,AN,BBE,
562,2.18%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,74.58511925,barcode228,B05,AN,BBE,
37482,0.65%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,22.17948906,barcode228,B05,AN,BBE,
1351,0.32%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,11.00321449,barcode228,B05,AN,BBE,
562,99.44%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,26657.09264,barcode229,B06,AN,MSA,
562,99.01%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,14663.0516,barcode230,B06,AN,MSA,
624,0.39%,Shigella sonnei,Shigella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,58.43137038,barcode230,B06,AN,MSA,
1353,79.68%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,7434.22385,barcode231,B06,AN,MSA,
2057791,9.60%,Enterococcus sp. CR-Ec1,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,895.9581766,barcode231,B06,AN,MSA,
2060307,1.42%,Enterococcus sp. FDAARGOS_375,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,132.8139859,barcode231,B06,AN,MSA,
37734,7.19%,Enterococcus casseliflavus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,671.254175,barcode231,B06,AN,MSA,
37482,0.73%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,68.46403252,barcode231,B06,AN,MSA,
1351,0.46%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,43.0046412,barcode231,B06,AN,MSA,
562,0.77%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,71.44013694,barcode231,B06,AN,MSA,
1351,73.29%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,20413.31099,barcode232,B06,AN,MSA,
37734,1.33%,Enterococcus casseliflavus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,370.7674092,barcode232,B06,AN,MSA,
2060307,0.41%,Enterococcus sp. FDAARGOS_375,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,115.0192307,barcode232,B06,AN,MSA,
2057791,7.34%,Enterococcus sp. CR-Ec1,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,2043.248425,barcode232,B06,AN,MSA,
1353,16.80%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,4680.783122,barcode232,B06,AN,MSA,
37482,0.32%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,87.82185391,barcode232,B06,AN,MSA,
562,97.64%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,16622.06891,barcode233,B06,AN,MRS,
624,0.37%,Shigella sonnei,Shigella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,63.8287474,barcode233,B06,AN,MRS,
1353,1.11%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,188.1243371,barcode233,B06,AN,MRS,
1351,0.26%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,45.08578111,barcode233,B06,AN,MRS,
562,97.41%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,27188.40434,barcode234,B06,AN,MRS,
624,0.36%,Shigella sonnei,Shigella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,100.0841318,barcode234,B06,AN,MRS,
1353,1.53%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,426.5429437,barcode234,B06,AN,MRS,
562,97.07%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,25545.71339,barcode235,B06,AN,MRS,
1353,1.61%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,423.5717458,barcode235,B06,AN,MRS,
2057791,0.53%,Enterococcus sp. CR-Ec1,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,138.948749,barcode235,B06,AN,MRS,
624,0.39%,Shigella sonnei,Shigella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,103.2796204,barcode235,B06,AN,MRS,
1598,44.61%,Limosilactobacillus reuteri,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,9540.193523,barcode236,B06,AN,MRS,
37734,3.87%,Enterococcus casseliflavus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,828.438879,barcode236,B06,AN,MRS,
1353,39.11%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,8363.43911,barcode236,B06,AN,MRS,
2057791,10.87%,Enterococcus sp. CR-Ec1,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,2325.442602,barcode236,B06,AN,MRS,
2060307,0.78%,Enterococcus sp. FDAARGOS_375,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,167.237132,barcode236,B06,AN,MRS,
37482,0.34%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,71.69197177,barcode236,B06,AN,MRS,
1353,55.05%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,22651.25354,barcode237,B06,AN,MRS,
2057791,10.13%,Enterococcus sp. CR-Ec1,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,4167.992248,barcode237,B06,AN,MRS,
37734,6.17%,Enterococcus casseliflavus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,2537.190872,barcode237,B06,AN,MRS,
2060307,1.13%,Enterococcus sp. FDAARGOS_375,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,463.9010001,barcode237,B06,AN,MRS,
1598,26.48%,Limosilactobacillus reuteri,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,10894.7768,barcode237,B06,AN,MRS,
37482,0.44%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,179.6637186,barcode237,B06,AN,MRS,
562,98.17%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,27446.80552,barcode238,B06,AN,CNA,
1353,0.95%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,265.111106,barcode238,B06,AN,CNA,
53442,0.34%,Eubacterium callanderi,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,95.77862371,barcode238,B06,AN,CNA,
562,99.78%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,12219.45684,barcode239,B06,AN,CNA,
53442,59.62%,Eubacterium callanderi,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1506.080896,barcode240,B06,AN,CNA,
1736,0.75%,Eubacterium limosum,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,18.91910372,barcode240,B06,AN,CNA,
47770,25.74%,Lactobacillus crispatus,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,650.3106143,barcode240,B06,AN,CNA,
562,13.32%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,336.4862269,barcode240,B06,AN,CNA,
